legacy_name,legacy_namespace,legacy_entry_va,legacy_entry_rva,legacy_signature,redux_current_name,redux_entry_va,redux_entry_rva,redux_signature,score,next_score,margin,confidence,methods,redux_static_prologue,legacy_body_size,redux_body_size,shared_strings,shared_constants,string_score,constant_score,identifier_score,shingle_score,body_size_score,text_size_score,legacy_decomp,redux_decomp,bsim_agreement,combined_confidence,bsim_redux_rva,bsim_redux_va,bsim_target_name,bsim_similarity,bsim_significance,bsim_rank2_rva,bsim_rank2_similarity,bsim_target_fanin
funcargs,Global,0x005c42fc,0x001c42fc,"void __cdecl funcargs(LexState * param_1, expdesc * param_2)",FUN_0083a565,0x0083a565,0x0043a565,undefined FUN_0083a565(void),0.6050,0.0000,0.6050,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,276,294,ambiguous syntax (function call x new statement) | function arguments expected,0x11e | 0x24 | 0x28 | 0x29 | 0x7b | 0xd,1.0000,0.5000,0.2308,0.0983,0.9388,0.8406,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c42fc_funcargs.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083a565-0083a565.c,exact,very_high,0x43a565,0x83a565,FUN_0083a565,0.8817,82.42,,,0
setnodevector,Global,0x005bc50a,0x001bc50a,"void __cdecl setnodevector(lua_State * param_1, Table * param_2, int param_3)",FUN_00831635,0x00831635,0x00431635,undefined FUN_00831635(void),0.7809,0.0000,0.7809,medium,shared_strings;same_string_set;shared_constants;decomp_shingles;similar_body_size,,158,163,table overflow,0x14 | 0x18 | 0x1a | 0x1c | 0x1f | 0x5 | 0x7,1.0000,1.0000,0.3143,0.3669,0.9693,0.8350,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bc50a_setnodevector.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00831635-00831635.c,exact,very_high,0x431635,0x831635,FUN_00831635,0.9433,82.29,,,0
simpleexp,Global,0x005c4589,0x001c4589,"void __cdecl simpleexp(LexState * param_1, expdesc * param_2)",FUN_0083b250,0x0083b250,0x0043b250,undefined FUN_0083b250(void),0.6454,0.0000,0.6454,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,257,287,cannot use \'...\' outside a vararg function,0x107 | 0x109 | 0x10d | 0x113 | 0x114 | 0x117 | 0x11c | 0x11e | 0x5 | 0x7b | 0xe | 0xfb,1.0000,0.7500,0.2742,0.1158,0.8955,0.8402,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c4589_simpleexp.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083b250-0083b250.c,exact,very_high,0x43b250,0x83b250,FUN_0083b250,0.9066,81.23,,,0
auxsort,Global,0x005c16d9,0x001c16d9,"void __cdecl auxsort(lua_State * param_1, int param_2, int param_3)",FUN_008349d5,0x008349d5,0x004349d5,undefined FUN_008349d5(void),0.6252,0.0000,0.6252,medium,shared_strings;same_string_set;decomp_shingles;similar_body_size,,540,585,invalid order function for sorting,,1.0000,0.0000,0.1290,0.3548,0.9231,0.9350,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c16d9_auxsort.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_008349d5-008349d5.c,exact,very_high,0x4349d5,0x8349d5,FUN_008349d5,0.5498,76.89,,,0
str_find_aux,Global,0x005c0774,0x001c0774,"int __cdecl str_find_aux(lua_State * param_1, int param_2)",FUN_00836232,0x00836232,0x00436232,undefined FUN_00836232(void),0.5356,0.0000,0.5356,medium,shared_strings;same_string_set,,384,462,^$*+?.([%-,,1.0000,0.0000,0.0588,0.1669,0.8312,0.8458,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c0774_str_find_aux.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00836232-00836232.c,exact,very_high,0x436232,0x836232,FUN_00836232,0.6002,75.64,,,0
Process_VLOC_Chunk,Global,0x00526cbe,0x00126cbe,"long __cdecl Process_VLOC_Chunk(ChunkType * param_1, void * param_2, void * param_3)",FUN_00825ac0,0x00825ac0,0x00425ac0,undefined FUN_00825ac0(void),0.5565,0.0000,0.5565,medium,shared_strings;same_string_set;shared_constants,,317,528,hdlt_msk | hdlv_msk.geo | vhclload,0x26 | 0x28 | 0x2a | 0x64 | 0xc | 0xf0 | 0xf4,1.0000,0.3500,0.2029,0.1082,0.6004,0.9029,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0052\00526cbe_Process_VLOC_Chunk.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00825ac0-00825ac0.c,exact,very_high,0x425ac0,0x825ac0,FUN_00825ac0,0.7123,75.42,,,0
AddObject,Misn09Mission,0x0042dc6b,0x0002dc6b,"void __thiscall AddObject(Misn09Mission * this, int param_1)",FUN_00531e70,0x00531e70,0x00131e70,undefined FUN_00531e70(void),0.4688,0.0000,0.4688,low,shared_strings;same_string_set,,502,850,absilo | avwalk | svfigh | svhaul | svscav | svtank | svturr,,1.0000,0.0000,0.1404,0.0202,0.5906,0.8909,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0042\0042dc6b_Misn09Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00531e70-00531e70.c,exact,very_high,0x131e70,0x531e70,FUN_00531e70,0.8883,75.35,0x15f880,0.7788,0
findfile,Global,0x005c1c9e,0x001c1c9e,"char * __cdecl findfile(lua_State * param_1, char * param_2, char * param_3)",FUN_00837d46,0x00837d46,0x00437d46,undefined FUN_00837d46(void),0.7326,0.0000,0.7326,medium,shared_strings;same_string_set;shared_constants;decomp_shingles;similar_body_size,,279,287,\'package.%s\' must be a string | \n\tno file \'%s\',0x3b,1.0000,0.5000,0.3250,0.4064,0.9721,0.9135,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c1c9e_findfile.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00837d46-00837d46.c,exact,very_high,0x437d46,0x837d46,FUN_00837d46,0.7648,75.27,,,0
WeaponClass,WeaponClass,0x0053f402,0x0013f402,"WeaponClass * __thiscall WeaponClass(WeaponClass * this, WeaponClass * param_1, long64 param_2)",FUN_00611aa0,0x00611aa0,0x00211aa0,undefined FUN_00611aa0(void),0.5276,0.0000,0.5276,medium,shared_strings;same_string_set;shared_constants,,548,872,CANN | MORT | ROCK | SPEC,0x5 | 0x7,1.0000,0.0833,0.1845,0.1176,0.6284,0.9507,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0053\0053f402_WeaponClass_WeaponClass.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00611aa0-00611aa0.c,exact,very_high,0x211aa0,0x611aa0,FUN_00611aa0,0.5864,74.69,,,0
crc32check,Global,0x00546c02,0x00146c02,"ulong __cdecl crc32check(char * param_1, long param_2)",FUN_004afff0,0x004afff0,0x000afff0,undefined FUN_004afff0(void),0.6440,0.0000,0.6440,medium,shared_strings;same_string_set;shared_constants,,277,382,", \t\r\n | .sdf | .vdf",0x2e,1.0000,0.5000,0.2771,0.2302,0.7251,0.9552,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0054\00546c02_crc32check.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_004afff0-004afff0.c,exact,very_high,0xafff0,0x4afff0,FUN_004afff0,0.5908,73.81,,,0
getobjname,Global,0x005ba43d,0x001ba43d,"char * __cdecl getobjname(lua_State * param_1, CallInfo * param_2, int param_3, char * * param_4)",FUN_0082dc7a,0x0082dc7a,0x0042dc7a,undefined FUN_0082dc7a(void),0.6763,0.0000,0.6763,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,233,248,global | local | upvalue,0x17 | 0x3f | 0x5 | 0x6 | 0xb | 0xe,1.0000,0.7500,0.2381,0.1712,0.9395,0.9589,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005ba43d_getobjname.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0082dc7a-0082dc7a.c,exact,very_high,0x42dc7a,0x82dc7a,FUN_0082dc7a,0.7117,73.18,,,0
AddObject,Misn03Mission,0x0041e703,0x0001e703,"void __thiscall AddObject(Misn03Mission * this, int param_1)",FUN_005153e0,0x005153e0,0x001153e0,undefined FUN_005153e0(void),0.4640,0.0000,0.4640,low,shared_strings;same_string_set,,417,744,avscav | avturr,,1.0000,0.0000,0.0625,0.0212,0.5605,0.9418,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0041\0041e703_Misn03Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_005153e0-005153e0.c,exact,very_high,0x1153e0,0x5153e0,FUN_005153e0,0.8650,72.07,0x131e70,0.8496,0
ll_module,Global,0x005c2263,0x001c2263,int __cdecl ll_module(lua_State * param_1),FUN_00837be8,0x00837be8,0x00437be8,undefined FUN_00837be8(void),0.6186,0.3979,0.2207,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,250,258,_LOADED | _NAME | name conflict for module \'%s\',0x5,1.0000,0.3333,0.1316,0.1960,0.9690,0.9243,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c2263_ll_module.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00837be8-00837be8.c,exact,very_high,0x437be8,0x837be8,FUN_00837be8,0.9022,71.82,,,0
AddObject,Misn10Mission,0x0042f70d,0x0002f70d,"void __thiscall AddObject(Misn10Mission * this, int param_1)",FUN_00534ff0,0x00534ff0,0x00134ff0,undefined FUN_00534ff0(void),0.4746,0.0000,0.4746,low,shared_strings;same_string_set,,378,638,svartl | svfigh | svhaul | svltnk | svmuf | svturr,,1.0000,0.0000,0.1458,0.0201,0.5925,0.9554,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0042\0042f70d_Misn10Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00534ff0-00534ff0.c,exact,very_high,0x134ff0,0x534ff0,FUN_00534ff0,0.8862,70.37,0x1153e0,0.8672,0
findindex,Global,0x005bc241,0x001bc241,"int __cdecl findindex(lua_State * param_1, Table * param_2, lua_TValue * param_3)",FUN_00830cca,0x00830cca,0x00430cca,undefined FUN_00830cca(void),0.5861,0.0000,0.5861,medium,shared_strings;same_string_set;shared_constants;similar_body_size,,126,132,invalid key to \'next\',0x5 | 0xb,1.0000,0.5000,0.1220,0.0780,0.9545,0.7849,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005b\005bc241_findindex.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00830cca-00830cca.c,exact,very_high,0x430cca,0x830cca,FUN_00830cca,0.8885,70.30,,,0
zfsReadRecordInternal,Global,0x005283b6,0x001283b6,"void * __cdecl zfsReadRecordInternal(ZFS_COOKIE * param_1, char * param_2, int * param_3, void * param_4, int param_5)",FUN_008273e0,0x008273e0,0x004273e0,undefined FUN_008273e0(void),0.6232,0.0000,0.6232,medium,shared_strings;same_string_set;shared_constants,,317,443,"Could not read record %s from file ""%s""",0x6,1.0000,0.3333,0.3077,0.2701,0.7156,0.7899,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0052\005283b6_zfsReadRecordInternal.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_008273e0-008273e0.c,exact,very_high,0x4273e0,0x8273e0,FUN_008273e0,0.6626,68.47,,,0
breakstat,Global,0x005c4a0c,0x001c4a0c,void __cdecl breakstat(LexState * param_1),FUN_00839a51,0x00839a51,0x00439a51,undefined FUN_00839a51(void),0.5248,0.0000,0.5248,medium,shared_strings;same_string_set;similar_body_size,,98,105,no loop to break,,1.0000,0.0000,0.1250,0.0993,0.9333,0.8212,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c4a0c_breakstat.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00839a51-00839a51.c,exact,very_high,0x439a51,0x839a51,FUN_00839a51,0.9643,66.06,,,1
end_capture,Global,0x005c035f,0x001c035f,"char * __cdecl end_capture(MatchState * param_1, char * param_2, char * param_3)",FUN_00835942,0x00835942,0x00435942,undefined FUN_00835942(void),0.5374,0.0000,0.5374,medium,shared_strings;same_string_set;similar_body_size,,79,87,invalid pattern capture,,1.0000,0.0000,0.1000,0.1556,0.9080,0.7823,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c035f_end_capture.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00835942-00835942.c,exact,very_high,0x435942,0x835942,FUN_00835942,0.9838,65.31,,,1
luaB_print,Global,0x005c254e,0x001c254e,int __cdecl luaB_print(lua_State * param_1),FUN_0083353f,0x0083353f,0x0043353f,undefined FUN_0083353f(void),0.6670,0.4952,0.1718,medium,shared_strings;same_string_set;decomp_shingles;similar_body_size,,195,198,\'tostring\' must return a string to \'print\' | tostring,,1.0000,0.0000,0.2778,0.4227,0.9848,0.9265,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c254e_luaB_print.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0083353f-0083353f.c,exact,very_high,0x43353f,0x83353f,FUN_0083353f,1.0000,65.25,,,1
classend,Global,0x005c0064,0x001c0064,"char * __cdecl classend(MatchState * param_1, char * param_2)",FUN_008358d9,0x008358d9,0x004358d9,undefined FUN_008358d9(void),0.7220,0.0000,0.7220,medium,shared_strings;same_string_set;decomp_shingles;similar_body_size,,92,105,malformed pattern (ends with \'%%\') | malformed pattern (missing \']\'),,1.0000,0.0000,0.2273,0.6438,0.8762,0.8054,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c0064_classend.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_008358d9-008358d9.c,exact,very_high,0x4358d9,0x8358d9,FUN_008358d9,0.9095,64.99,,,0
AddObject,Misn16Mission,0x0043a30d,0x0003a30d,"void __thiscall AddObject(Misn16Mission * this, int param_1)",FUN_00549290,0x00549290,0x00149290,undefined FUN_00549290(void),0.5408,0.0000,0.5408,medium,shared_strings;same_string_set,,214,351,svfigh | svhaul | svscav | svtank | svturr | svwalk,,1.0000,0.0000,0.2703,0.1678,0.6097,0.9720,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0043\0043a30d_Misn16Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00549290-00549290.c,exact,very_high,0x149290,0x549290,FUN_00549290,0.6836,63.43,,,0
Save,Producer,0x004ab6eb,0x000ab6eb,"bool __thiscall Save(Producer * this, _iobuf * param_1)",FUN_005aff90,0x005aff90,0x001aff90,undefined FUN_005aff90(void),0.4878,0.0000,0.4878,low,shared_strings;same_string_set,,311,443,buildClass | buildDoneTime | delayTimer | nextRepair | state | timeDeploy | timeUndeploy | undefptr,,1.0000,0.0000,0.1731,0.0331,0.7020,0.8982,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\004a\004ab6eb_Producer_Save.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_005aff90-005aff90.c,exact,very_high,0x1aff90,0x5aff90,FUN_005aff90,0.7899,62.79,,,0
Setup,Misn13Mission,0x00436324,0x00036324,void __thiscall Setup(Misn13Mission * this),FUN_00541a20,0x00541a20,0x00141a20,undefined FUN_00541a20(void),0.4663,0.0000,0.4663,low,shared_strings;same_string_set;shared_constants,,1143,1913,apcamr20_camerapod | artil1 | artil2 | artil3 | artil4 | avrecycle | center | center_geyser,0x64,1.0000,0.0072,0.1390,0.0000,0.5975,0.9306,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0043\00436324_Misn13Mission_Setup.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00541a20-00541a20.c,exact,very_high,0x141a20,0x541a20,FUN_00541a20,0.9318,62.34,0x12dbf0,0.8486,0
SetAIP,Global,0x0045f99e,0x0005f99e,"void __cdecl SetAIP(char * param_1, int param_2)",FUN_005cb2d0,0x005cb2d0,0x001cb2d0,undefined FUN_005cb2d0(void),0.4827,0.0000,0.4827,low,shared_strings;same_string_set,,236,412,"Could not load AIP ""%s""",,1.0000,0.0000,0.1579,0.0750,0.5728,0.8224,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0045\0045f99e_SetAIP.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_005cb2d0-005cb2d0.c,exact,very_high,0x1cb2d0,0x5cb2d0,FUN_005cb2d0,0.5257,62.20,,,0
AddObject,Tran05Mission,0x0046535f,0x0006535f,"void __thiscall AddObject(Tran05Mission * this, int param_1)",FUN_005eae10,0x005eae10,0x001eae10,undefined FUN_005eae10(void),0.5183,0.0000,0.5183,medium,shared_strings;same_string_set;shared_constants,,195,321,avscav | patrol1 | patrol2 | svfigh,0xc8,1.0000,0.1667,0.1316,0.0738,0.6075,0.9644,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0046\0046535f_Tran05Mission_AddObject.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_005eae10-005eae10.c,exact,very_high,0x1eae10,0x5eae10,FUN_005eae10,0.8681,62.04,,,0
load_input_device,Global,0x004bb425,0x000bb425,int __cdecl load_input_device(char * param_1),FUN_0061df70,0x0061df70,0x0021df70,undefined FUN_0061df70(void),0.6111,0.0000,0.6111,medium,shared_strings;same_string_set;shared_constants,,333,590,Too many input devices specified,0x28 | 0x6e | 0x70,1.0000,0.6000,0.2222,0.1473,0.5644,0.9983,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\004b\004bb425_load_input_device.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0061df70-0061df70.c,exact,very_high,0x21df70,0x61df70,FUN_0061df70,0.5314,61.82,,,0
Setup,Misn12Mission,0x00432712,0x00032712,void __thiscall Setup(Misn12Mission * this),FUN_0053ad00,0x0053ad00,0x0013ad00,undefined FUN_0053ad00(void),0.4526,0.0000,0.4526,low,shared_strings;same_string_set,,1256,2356,apcamr20_camerapod | center | center_geyser | check2_geyser | checktower1 | choke_geyser | gtank1 | gtank2,,1.0000,0.0000,0.0933,0.0037,0.5331,0.8811,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\0043\00432712_Misn12Mission_Setup.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_0053ad00-0053ad00.c,exact,very_high,0x13ad00,0x53ad00,FUN_0053ad00,0.9386,61.55,0x1291d0,0.7366,0
GetStringFromRegistry,Global,0x004bc269,0x000bc269,"int __cdecl GetStringFromRegistry(int param_1, char * param_2, char * param_3, int param_4)",FUN_00623620,0x00623620,0x00223620,undefined FUN_00623620(void),0.6680,0.0000,0.6680,medium,shared_strings;same_string_set;shared_constants,,362,483,Could not open registry joystick current config:\n%s | Joystick%dOEMName | OEMName | System\CurrentControlSet\Control\MediaProperties\PrivateProperties\Joystick\OEM\%s | System\CurrentControlSet\Control\MediaResources\Joystick\%s\CurrentJoystickSettings,0x1000,1.0000,0.3333,0.5972,0.3071,0.7495,0.8502,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\004b\004bc269_GetStringFromRegistry.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00623620-00623620.c,exact,very_high,0x223620,0x623620,FUN_00623620,0.8851,61.34,,,0
auxresume,Global,0x005c3131,0x001c3131,"int __cdecl auxresume(lua_State * param_1, lua_State * param_2, int param_3)",FUN_00834002,0x00834002,0x00434002,undefined FUN_00834002(void),0.6031,0.0000,0.6031,medium,shared_strings;same_string_set;similar_body_size,,178,186,cannot resume %s coroutine | too many arguments to resume | too many results to resume,,1.0000,0.0000,0.2581,0.2836,0.9570,0.8084,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c3131_auxresume.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00834002-00834002.c,exact,very_high,0x434002,0x834002,FUN_00834002,0.9363,61.14,,,0
luaB_select,Global,0x005c2e0e,0x001c2e0e,int __cdecl luaB_select(lua_State * param_1),FUN_00833c96,0x00833c96,0x00433c96,undefined FUN_00833c96(void),0.6776,0.0000,0.6776,medium,shared_strings;same_string_set;decomp_shingles;similar_body_size,,118,122,index out of range,,1.0000,0.0000,0.1538,0.5157,0.9672,0.7862,reverse_engineering\decompilation_from_1.5_exe-pdb\clean_pdb_c\functions\005c\005c2e0e_luaB_select.c,reverse_engineering\workshop\global_decompile\bzr_gog_best_effort\ghidrecomp\results\bins\battlezone98redux.exe-6777ca\decomps\FUN_00833c96-00833c96.c,exact,very_high,0x433c96,0x833c96,FUN_00833c96,1.0000,61.08,,,1
