legacy_va,legacy_name,legacy_namespace,redux_rva,redux_va,similarity,significance,rank2_rva,rank2_similarity
0x0040bab1,`scalar_deleting_destructor',AOI,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040bb7b,`scalar_deleting_destructor',APCProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040bf88,`scalar_deleting_destructor',APCFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040bfba,`scalar_deleting_destructor',APCEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040c1e4,`scalar_deleting_destructor',APCAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040d1ce,`scalar_deleting_destructor',ArmoryProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040d25d,`scalar_deleting_destructor',SLFFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040d28f,`scalar_deleting_destructor',SLFEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040d439,`scalar_deleting_destructor',ArtilleryProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040dcb4,`scalar_deleting_destructor',ArtilleryFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040dce6,`scalar_deleting_destructor',ArtilleryEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0040ee7c,`scalar_deleting_destructor',AttackTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004101dd,`scalar_deleting_destructor',Range,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00410744,`scalar_deleting_destructor',GoNear,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00410760,`scalar_deleting_destructor',BuildGoto,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041077c,`scalar_deleting_destructor',UnBuild,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00410798,`scalar_deleting_destructor',RigProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00410b1a,`scalar_deleting_destructor',RigFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00410b4c,`scalar_deleting_destructor',RigEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00410e41,`scalar_deleting_destructor',DefendTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00411867,`scalar_deleting_destructor',FactoryProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004118b7,`scalar_deleting_destructor',MUFFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041193f,`scalar_deleting_destructor',MUFEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00412531,`scalar_deleting_destructor',FollowGroup,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00412c28,`scalar_deleting_destructor',FollowTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00412c70,`scalar_deleting_destructor',GechProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00412f81,`scalar_deleting_destructor',GechFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00412fb3,`scalar_deleting_destructor',GechEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004131b6,`scalar_deleting_destructor',GechAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004132a7,`scalar_deleting_destructor',GotoGeyser,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00414aae,`scalar_deleting_destructor',GotoTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00414be9,`scalar_deleting_destructor',GoPoints,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00414c05,`scalar_deleting_destructor',GoGet,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00414c21,`scalar_deleting_destructor',GoNearAndSit,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00414daa,`scalar_deleting_destructor',GunTowerProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00414f6b,`scalar_deleting_destructor',GunTowerFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00414f9d,`scalar_deleting_destructor',GunTowerEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004150f5,`scalar_deleting_destructor',GunTowerAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041595e,`scalar_deleting_destructor',Inst01Event,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00416687,`scalar_deleting_destructor',Inst4XMission,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004198f4,`scalar_deleting_destructor',ParameterDB,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041c424,`scalar_deleting_destructor',LuaMission,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041d3ce,`scalar_deleting_destructor',LayMinesTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041d3ea,`scalar_deleting_destructor',MineLayerProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041d670,`scalar_deleting_destructor',MineLayerFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0041d68c,`scalar_deleting_destructor',MineLayerEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0044bfea,`scalar_deleting_destructor',MultDMEvent,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0044c1e3,`scalar_deleting_destructor',MultDMMission,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0044c964,`scalar_deleting_destructor',MultGEvent,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0044d268,`scalar_deleting_destructor',MultSTMission,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0044dcee,`scalar_deleting_destructor',OffensiveProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00456a40,`scalar_deleting_destructor',PathSpawn,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004575fa,`scalar_deleting_destructor',PersonRetreat,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00457616,`scalar_deleting_destructor',PersonGetIn,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00457632,`scalar_deleting_destructor',PersonProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00457cec,`scalar_deleting_destructor',PersonFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00457d2f,`scalar_deleting_destructor',PersonEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045855f,`scalar_deleting_destructor',PersonAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045991a,`scalar_deleting_destructor',RecyclerProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004599a9,`scalar_deleting_destructor',RecyclerFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004599db,`scalar_deleting_destructor',RecyclerEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045a099,`scalar_deleting_destructor',ScavGotoDrop,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045a0b5,`scalar_deleting_destructor',ScavGotoRepair,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045af68,`scalar_deleting_destructor',ScavGotoScrap,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045b1c8,`scalar_deleting_destructor',RecycleTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045b938,`scalar_deleting_destructor',RescueTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045b9b6,`scalar_deleting_destructor',SAVProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045bd0d,`scalar_deleting_destructor',SAVEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045c2f1,`scalar_deleting_destructor',SAVAttackPersonTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045c30d,`scalar_deleting_destructor',SAVAttackVehicleTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045dc1b,`scalar_deleting_destructor',ScavengerProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045dcaa,`scalar_deleting_destructor',ScavengerFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0045dcc6,`scalar_deleting_destructor',ScavengerEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00462ed6,`scalar_deleting_destructor',SoldierProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00463199,`scalar_deleting_destructor',SoldierRetreat,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004631b5,`scalar_deleting_destructor',SoldierReturn,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00463395,`scalar_deleting_destructor',SoldierFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004633c7,`scalar_deleting_destructor',SoldierEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00463911,`scalar_deleting_destructor',SoldierAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00466122,`scalar_deleting_destructor',TugPickup,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00466f1e,`scalar_deleting_destructor',TugProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00466f97,`scalar_deleting_destructor',TugFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00466fb3,`scalar_deleting_destructor',TugEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00467713,`scalar_deleting_destructor',TurretTankProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00467913,`scalar_deleting_destructor',TurretTankFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00467948,`scalar_deleting_destructor',TurretTankEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00467a8d,`scalar_deleting_destructor',TurretBlastAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00467aa9,`scalar_deleting_destructor',TurretAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0046a485,`scalar_deleting_destructor',UnitProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0046d6c3,`scalar_deleting_destructor',SitTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0046d6f1,`scalar_deleting_destructor',SitSpinTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0046d71f,`scalar_deleting_destructor',CircleTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0046d74d,`scalar_deleting_destructor',CoastTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0046d769,`scalar_deleting_destructor',UnitTask,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004700e8,`scalar_deleting_destructor',UserProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004702f4,`scalar_deleting_destructor',TankProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047035b,`scalar_deleting_destructor',ScoutProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004703b1,`scalar_deleting_destructor',BomberProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004704cd,`scalar_deleting_destructor',RocketTankProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004705ce,`scalar_deleting_destructor',WingmanProcess,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470741,`scalar_deleting_destructor',TankFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470781,`scalar_deleting_destructor',TankEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004707b4,`scalar_deleting_destructor',ScoutFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004707e6,`scalar_deleting_destructor',ScoutEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470819,`scalar_deleting_destructor',BomberFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470859,`scalar_deleting_destructor',BomberEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470b25,`scalar_deleting_destructor',RocketTankFriend,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470b57,`scalar_deleting_destructor',RocketTankEnemy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470dfd,`scalar_deleting_destructor',WingmanBlastAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00470e19,`scalar_deleting_destructor',RocketTankAttack,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047bd25,`scalar_deleting_destructor',AmmoPowerup,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047bfbf,`scalar_deleting_destructor',AnimBuilding,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047d872,`scalar_deleting_destructor',AnimSprite,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047dd44,`scalar_deleting_destructor',APC,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047e94d,`scalar_deleting_destructor',Armory,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047f33b,`scalar_deleting_destructor',Artifact,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0047f918,`scalar_deleting_destructor',Attachable,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00482588,`scalar_deleting_destructor',Barracks,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00482c3a,`scalar_deleting_destructor',Building,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00483582,`scalar_deleting_destructor',BuildingClass,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004849d8,`scalar_deleting_destructor',CameraPod,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00484c25,`scalar_deleting_destructor',Scanner,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00484e49,`scalar_deleting_destructor',CommTower,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00485530,`scalar_deleting_destructor',ConstructionRig,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00489749,`scalar_deleting_destructor',Craft,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00491320,`scalar_deleting_destructor',CWaveFile,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004919ac,`scalar_deleting_destructor',CSound,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00491a1f,`scalar_deleting_destructor',Factory,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004987d3,`scalar_deleting_destructor',GameObject,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004994ee,`scalar_deleting_destructor',GameObjectClass,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0049af65,`scalar_deleting_destructor',Geizer,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0049c177,`scalar_deleting_destructor',HealthPowerup,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0049d01c,`scalar_deleting_destructor',HoverCraft,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0049f631,`scalar_deleting_destructor',Howitzer,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0049fa59,`scalar_deleting_destructor',Minelayer,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004a25f2,"_Fill<stdext::_Hash<stdext::_Hmap_traits<unsigned_int,char_const_*,stdext::hash_compare<unsigned_int,std::less<unsigned_int>_>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>,0>_>::_List_position_*,std::list<std::pair<unsigned_int_const_,char_const_*>,std::allocator<std::pair<unsigned_int_const_,char_const_*>_>_>::_Iterator<1>_>",std,0x277900,0x677900,0.5083,12.30,,
0x004a4ae6,`scalar_deleting_destructor',ParameterDB::FileData,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004a55a5,`scalar_deleting_destructor',Person,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004a8a2f,`scalar_deleting_destructor',PowerPlant,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004a8fe3,`scalar_deleting_destructor',PowerUp,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004aacb2,`scalar_deleting_destructor',Producer,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004ace5a,`scalar_deleting_destructor',Recycler,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004acf94,`scalar_deleting_destructor',RepairDepot,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004ad444,`scalar_deleting_destructor',SAV,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004ae891,`scalar_deleting_destructor',Scavenger,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004af608,`scalar_deleting_destructor',Scrap,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004afaa4,`scalar_deleting_destructor',ScrapDropoff,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004afd56,`scalar_deleting_destructor',ScrapField,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004afea0,`scalar_deleting_destructor',ShieldTower,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b08cd,`scalar_deleting_destructor',ScrapSilo,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b10e8,`scalar_deleting_destructor',SpawnPoint,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b1200,`scalar_deleting_destructor',SpawnBuoy,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b1656,`scalar_deleting_destructor',CStreamingOggSound,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b185e,`scalar_deleting_destructor',SupplyDepot,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b3a1a,`scalar_deleting_destructor',Tug,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b404c,`scalar_deleting_destructor',TurretCraft,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b4d8a,`scalar_deleting_destructor',TurretTank,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b70e8,`scalar_deleting_destructor',Walker,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b91e3,`scalar_deleting_destructor',WeaponPowerup,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004b95b2,`scalar_deleting_destructor',Wingman,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004bf3f2,`scalar_deleting_destructor',CockpitRadar,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004c15b4,`scalar_deleting_destructor',SelectionDisplay,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004c177e,`scalar_deleting_destructor',HardPoints,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004c1844,`scalar_deleting_destructor',BoundingBox,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004c2d36,`scalar_deleting_destructor',CockpitTimer,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004c8e76,`scalar_deleting_destructor',DisplayInterface,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004c9945,`scalar_deleting_destructor',EditTerrain,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004cedb2,`scalar_deleting_destructor',HoverInterface,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004cefc1,`scalar_deleting_destructor',InfoDisplay,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004d06c2,`scalar_deleting_destructor',InternalAdjuster,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004d13e8,`scalar_deleting_destructor',MapRadar,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004d3096,`scalar_deleting_destructor',OverView,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004d472d,`scalar_deleting_destructor',WorldInterface,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004db74f,`scalar_deleting_destructor',TargetCam,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004df1a0,`scalar_deleting_destructor',Net,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x004e27e6,`scalar_deleting_destructor',NetPlayer,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00508c50,`scalar_deleting_destructor',Mapgrid_Goal,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00508da2,`scalar_deleting_destructor',Scheduler,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x005174c9,`scalar_deleting_destructor',UnitTypeAttachment,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x005174e5,`scalar_deleting_destructor',UnitAttachment,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00517627,`scalar_deleting_destructor',BuildingTypeAttachment,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00519d0b,`scalar_deleting_destructor',FindSendPoints,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0051b5fc,`scalar_deleting_destructor',Goal,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0051c059,`scalar_deleting_destructor',matrix<unsigned_char>,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0052a948,`scalar_deleting_destructor',BeamGun,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0052ccde,`scalar_deleting_destructor',ChargeGunClass,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0052d10f,`scalar_deleting_destructor',DayWrecker,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0052d3ec,`scalar_deleting_destructor',DayWreckerClass,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0052eaf8,`scalar_deleting_destructor',ExplosionClass,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0052fd99,`scalar_deleting_destructor',FlareMine,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x005307a2,`scalar_deleting_destructor',ImageRefract,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00530f2b,`scalar_deleting_destructor',LauncherClass,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x005317e9,`scalar_deleting_destructor',MagnetMine,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00531de4,`scalar_deleting_destructor',Mine,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00534d67,`scalar_deleting_destructor',Ordnance,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00535131,`scalar_deleting_destructor',OrdnanceClass,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00536db9,`scalar_deleting_destructor',ProximityMine,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00537413,`scalar_deleting_destructor',RadarDamper,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00537d74,`scalar_deleting_destructor',RemoteDetonator,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00538cee,`scalar_deleting_destructor',SeismicWave,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0053a75d,`scalar_deleting_destructor',SprayBuilding,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0053b416,`scalar_deleting_destructor',TargetingGun,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0053bf8b,`scalar_deleting_destructor',TerrainExpose,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0053c8e1,`scalar_deleting_destructor',Torpedo,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0053e808,`scalar_deleting_destructor',Weapon,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0053f897,`scalar_deleting_destructor',WeaponMine,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00550b3c,`scalar_deleting_destructor',PlayerInfo,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00550e5c,`scalar_deleting_destructor',ShellBitmap,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00552ccc,`scalar_deleting_destructor',TextLabel,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00552ce8,`scalar_deleting_destructor',ShellButton,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00552e58,`scalar_deleting_destructor',OptionBox,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00552e74,`scalar_deleting_destructor',TextWindow,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00553175,`scalar_deleting_destructor',SimpleVehicleList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00553191,`scalar_deleting_destructor',TabTextWindow,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00555e3b,`scalar_deleting_destructor',Player,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00557113,`scalar_deleting_destructor',FlagList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0055712f,`scalar_deleting_destructor',VehicleList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00558952,`scalar_deleting_destructor',SessionList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x00558a43,`scalar_deleting_destructor',GameSessionList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0055af09,`scalar_deleting_destructor',ServerList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0055c1b3,`scalar_deleting_destructor',PlayerList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0055c1ff,`scalar_deleting_destructor',GamePlayerList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0055c30f,`scalar_deleting_destructor',SyncGamePlayerList,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x005714b2,`scalar_deleting_destructor',ShellScrollBar,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0057209c,`scalar_deleting_destructor',AnimButton,0x404f30,0x804f30,0.6490,12.30,0x10d030,0.6490
0x0051ba9a,~Scheduler,Scheduler,0x2a7e50,0x6a7e50,0.7167,12.29,0x439934,0.6591
